Execution,Generation,Crossover_type,Mutation_type,mean_accuracy,std_accuracy,mean_flops,std_flops,mean_params,std_params,HV,dHV
1,3,SPC,MPOLY,0.6618802686816031,0.024229039234112307,1074201139.072,826884199.4573126,2441532.704,1422124.4103510221,0.7067457698104811,0.0034338597575439556
1,3,SPC,MNOUNIF,0.6609536887088887,0.02216299979434065,1180382151.424,897378992.9576432,2685531.936,1519119.3246441367,0.7038379907723117,-0.003952567180590338
1,3,SPC,NONE,0.6622257107859375,0.023129712711495852,991668811.648,719638693.4768972,2340140.576,1363260.8450617178,0.7054945714427887,0.0022341347562380154
1,3,TPC,MPOLY,0.6613260436218947,0.022954170444398993,1003724576.256,719236270.7564046,2327242.912,1344594.4516840815,0.710835662863522,0.004433181297206157
1,3,TPC,MNOUNIF,0.6605457397100466,0.021574484728443373,1134366445.568,821505166.2761472,2564527.264,1369243.4778568791,0.7051051189204518,-0.00013748485740694427
1,3,TPC,NONE,0.6628411485083052,0.02294205668726097,1002074483.456,697622969.6500317,2350999.072,1327915.1049771707,0.7045998833023497,0.0011362041506639553
1,3,UC,MPOLY,0.6619483881756781,0.022524006631274275,991001408.64,701352339.0395131,2323753.632,1282781.0223166074,0.7081334739343379,-0.0024779756594613955
1,3,UC,MNOUNIF,0.6590330846010685,0.02309294520269598,1176946993.152,879770619.2717569,2569916.064,1440754.1337593219,0.7028862329369324,-0.00561177229204457
1,3,UC,NONE,0.6661488573138352,0.020400485349019292,1070774268.032,844309039.6949694,2517565.344,1474441.897074774,0.7129865264318388,0.008792249443785427
1,3,SBX,MPOLY,0.6591681051519043,0.02279245204250929,967778161.408,726131903.4776158,2230613.792,1290203.81546517,0.7125636839446444,-0.0015573563806196011
1,3,SBX,MNOUNIF,0.6606517274873375,0.021599878654443065,1156333064.96,814653940.8560024,2610620.832,1418536.0551203815,0.7084310498563493,0.0026046336592334685
1,3,SBX,NONE,0.6613773135444759,0.02326542929197734,1092292261.888,841728926.0376482,2509025.312,1468861.9741706897,0.7078538128515732,0.0038580592906901634
1,3,NONE,MPOLY,0.6616537981461245,0.0222516151065331,1230790854.272,943530824.2440282,2625874.336,1504297.1750223462,0.7058564361627819,0.0037486659958827495
1,3,NONE,MNOUNIF,0.6605496414821419,0.021565336117681102,1289776680.576,984719403.9220719,2703819.68,1471685.9574007366,0.7064536269181985,0.004177391495364446
1,3,UC,MPOLY,0.6619483881756781,0.022524006631274275,991001408.64,701352339.0395131,2323753.632,1282781.0223166074,0.7081334739343379,-0.0024779756594613955,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1}"
1,4,SPC,MPOLY,0.6650908728667896,0.02291168963633411,837532515.072,561838013.1678712,2141138.464,1309981.9511024633,0.7142841995004541,0.007538429689972981
1,4,SPC,MNOUNIF,0.6616905891357749,0.02464067525169167,940243037.568,684930101.1761564,2244500.768,1303863.2603397963,0.7106588976210302,0.0068209068487185
1,4,SPC,NONE,0.6684898603008996,0.022858041011499856,843923145.6,533446339.40863335,2227818.016,1321650.2658391185,0.7107663079095373,0.005271736466748611
1,4,TPC,MPOLY,0.6643577483357858,0.022727151886956735,811772581.504,486178249.3277398,2088471.456,1228636.7012186842,0.7095701965481406,-0.0012654663153813805
1,4,TPC,MNOUNIF,0.6617683584442965,0.024180853118900985,961077610.624,708732242.4470919,2325514.272,1381670.84685265,0.7133969415866245,0.008291822666172677
1,4,TPC,NONE,0.6652203400402104,0.02332385318582056,762217825.408,472082380.91167825,2033682.592,1209598.2183707776,0.7153772642979066,0.010777380995556918
1,4,UC,MPOLY,0.6627729715438199,0.02580453857688649,840369281.664,570366573.5166416,2059624.736,1284276.1071434557,0.7146145430161995,0.0064810690818616346
1,4,UC,MNOUNIF,0.6627698931946541,0.023253116927234876,949340245.248,664581295.7270672,2315038.112,1315043.6834631537,0.7123790538618493,0.009492820924916878
1,4,UC,NONE,0.6672735737333723,0.022622672512889512,840593497.856,582354866.8261775,2190104.224,1357168.945493634,0.7137387717620519,0.0007522453302131193
1,4,SBX,MPOLY,0.6623439748021066,0.02469551289134331,881310876.16,661492023.6338391,2149713.312,1339005.541498917,0.711291787943949,-0.0012718960006954383
1,4,SBX,MNOUNIF,0.6633915555062383,0.02211364849525804,951365350.912,648151779.1400782,2288107.04,1280447.5402374736,0.7104448372028664,0.0020137873465171374
1,4,SBX,NONE,0.6658708268266722,0.02335693221785053,938850247.808,669919126.2234684,2288997.536,1337666.4464069083,0.7083166315808026,0.00046281872922937506
1,4,NONE,MPOLY,0.6615114701108618,0.02449603715166431,891794928.512,582958186.9059895,2169221.152,1279974.5581146327,0.7093767506915565,0.0035203145287745485
1,4,NONE,MNOUNIF,0.6631817172944389,0.022201219103805056,971441615.616,695392359.3203409,2350942.368,1302174.135542379,0.7113422066033439,0.004888579685145444
1,4,SBX,MPOLY,0.6623439748021066,0.02469551289134331,881310876.16,661492023.6338391,2149713.312,1339005.541498917,0.711291787943949,-0.0012718960006954383,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY', 'SBX_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1, 'SBX_MPOLY': 1}"
1,5,SPC,MPOLY,0.6634480534889748,0.024950743890452595,716739930.496,529399545.75044763,1921220.896,1251223.5743723754,0.7161187597775037,0.001834560277049646
1,5,SPC,MNOUNIF,0.6637016521703585,0.022593810848845916,850778243.2,649377182.0182115,2126178.08,1349904.0339121341,0.7119678003997366,0.0013089027787064333
1,5,SPC,NONE,0.6661813201139167,0.023339211467615733,685002352.128,526766867.5154524,1913290.4,1302714.6716424532,0.7141663983008216,0.003400090391284305
1,5,TPC,MPOLY,0.6650200166207235,0.022947783917802323,726367150.336,554578615.8686239,1923791.136,1244809.8168665445,0.7130669725583758,0.0034967760102352363
1,5,TPC,MNOUNIF,0.6634299938719866,0.023181882518279323,820129137.408,587155263.7885369,2092973.344,1281227.9184374905,0.7115251940166598,-0.0018717475699646657
1,5,TPC,NONE,0.6631351645155382,0.02504461361305029,649266224.768,454389156.9028681,1774918.944,1165970.9437229475,0.7169635678501493,0.0015863035522426516
1,5,UC,MPOLY,0.6644501181733744,0.024745062325681695,721915858.176,521456922.16035247,1952253.856,1244466.9790912073,0.7205802201166325,0.005965677100432942
1,5,UC,MNOUNIF,0.6623944873712813,0.025391815994349327,858730897.536,645641648.334517,2155336.864,1370170.7326787051,0.7125931249819655,0.00021407112011617713
1,5,UC,NONE,0.6666837491138821,0.02446615962270125,726927645.184,578054265.69119,1980489.248,1316971.9176826735,0.715010678339645,0.0012719065775931293
1,5,SBX,MPOLY,0.6624754534738626,0.02512920391598171,733129800.704,523165562.4975477,1930091.168,1250887.9677821763,0.7149284474916245,0.003636659547675558
1,5,SBX,MNOUNIF,0.6647600033545233,0.022682265789848076,866522080.0,675104920.656281,2188992.544,1336996.274029438,0.7139206113934846,0.003475774190618175
1,5,SBX,NONE,0.6658753360783193,0.024702270151800453,800409961.984,593666976.8661137,2143509.792,1395246.0870637177,0.7125660014619984,0.004249369881195841
1,5,NONE,MPOLY,0.6643569723365895,0.02350811247461049,781894475.392,547032199.5381435,2081619.36,1299895.1158527,0.7138887754264813,0.004512024734924847
1,5,NONE,MNOUNIF,0.6628981197349879,0.02420469263581124,871775899.52,675458632.6290486,2162917.28,1364943.7132578548,0.7112931074439105,-4.909915943340781e-05
1,5,SBX,MPOLY,0.6624754534738626,0.02512920391598171,733129800.704,523165562.4975477,1930091.168,1250887.9677821763,0.7149284474916245,0.003636659547675558,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1, 'SBX_MPOLY': 2}"
1,6,SPC,MPOLY,0.6641906630535116,0.025444042309744737,667913662.208,532802277.7646813,1833776.8,1297543.0977112805,0.7177614659551466,0.0016427061776428387
1,6,SPC,MNOUNIF,0.6628489690873993,0.02592645501620691,740321548.288,542898538.2644116,1974516.64,1293748.3105496548,0.7161220549860798,0.00415425458634322
1,6,SPC,NONE,0.6677615253936064,0.027733871008400746,704919173.888,565787610.8066868,1985216.288,1388958.4702607573,0.718776181951986,0.004609783651164379
1,6,TPC,MPOLY,0.6609935843496069,0.02912207229492274,635308509.952,508417941.4104083,1765100.96,1259968.6973459134,0.7195356258495931,0.006468653291217263
1,6,TPC,MNOUNIF,0.6636474252475186,0.02529344246412007,741751978.496,552766730.8812479,1987811.872,1283445.6407664064,0.7153261280503743,0.0038009340337145092
1,6,TPC,NONE,0.664956016390425,0.026010943410411918,603609771.904,428670330.05982924,1756460.192,1193226.61418942,0.7209509991083389,0.003987431258189678
1,6,UC,MPOLY,0.6621670617598706,0.026680724234820322,621641335.04,474233213.2106506,1733467.04,1185550.779175251,0.7163682899154722,-0.0042119302011602855
1,6,UC,MNOUNIF,0.6618566956637549,0.02534970686161842,695582876.8,512722209.07430756,1898580.768,1261931.6516778884,0.715590107636314,0.0029969826543485567
1,6,UC,NONE,0.6635636452561876,0.0287356569722884,630618361.984,477821736.89295846,1749560.096,1184031.0889261607,0.7167912416464232,0.0017805633067781157
1,6,SBX,MPOLY,0.6629354732931029,0.02647229132376769,687018174.464,541514093.8809446,1880413.088,1323158.022398655,0.7186913588559414,0.0037629113643168344
1,6,SBX,MNOUNIF,0.6620433185034372,0.026127361289059285,725810719.872,531558720.69108915,1938544.672,1297531.8578934316,0.7163675738650991,0.0024469624716144667
1,6,SBX,NONE,0.6621520799317107,0.027822572065711277,674102538.496,549567666.7553514,1813256.096,1284589.253018894,0.7150578413724035,0.002491839910405025
1,6,NONE,MPOLY,0.6631818539255739,0.026578841193934787,687988605.312,488473635.68487924,1910299.936,1246752.8680285465,0.7181509517512282,0.0042621763247469024
1,6,NONE,MNOUNIF,0.6627157178802481,0.025242640106029116,729273012.224,529723293.93305194,1947889.824,1268818.4456591604,0.7149528016430432,0.0036596941991327014
1,6,SBX,MPOLY,0.6629354732931029,0.02647229132376769,687018174.464,541514093.8809446,1880413.088,1323158.022398655,0.7186913588559414,0.0037629113643168344,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1, 'SBX_MPOLY': 3}"
1,7,SPC,MPOLY,0.6654100294269245,0.027062317261157237,650724366.592,561117478.2349787,1876571.68,1377948.0056741158,0.7256332394771545,0.007871773522007963
1,7,SPC,MNOUNIF,0.6624349547238964,0.02584346591375016,658275609.728,535751307.0059964,1818583.072,1285620.0005416863,0.7187404502679101,0.002618395281830277
1,7,SPC,NONE,0.66614290336697,0.02933585724474309,648967125.376,515592234.7371177,1860477.344,1319025.9967802966,0.7212200787252806,0.002443896773294596
1,7,TPC,MPOLY,0.6603319030100141,0.028645163582089756,538699050.112,390589381.5556112,1564970.272,1120920.0174554144,0.7262088285513818,0.006673202701788727
1,7,TPC,MNOUNIF,0.662689166606999,0.026062321303383693,669865800.448,537618877.2502954,1831665.568,1292216.764063629,0.718692334300227,0.0033662062498527323
1,7,TPC,NONE,0.6656783235065371,0.0283864531349155,609129028.48,472360448.78567916,1769493.92,1290936.3035790226,0.72242580680993,0.00147480770159103
1,7,UC,MPOLY,0.6633585023199933,0.02702978439074554,592393381.376,443681174.8238292,1718977.184,1221052.0693693245,0.7194164400540743,0.003048150138602157
1,7,UC,MNOUNIF,0.6630171109647962,0.025821053050675342,669473177.344,533657247.9142791,1833191.2,1284038.9951964212,0.7187195125073038,0.0031294048709897826
1,7,UC,NONE,0.6642532496546458,0.028766949832535502,619068902.144,538458576.2656013,1815023.392,1400680.3868601879,0.7210902197888543,0.004298978142431187
1,7,SBX,MPOLY,0.6628317886954072,0.02755172086780598,650976258.048,548179699.4241917,1770684.064,1293253.5424486564,0.7195765978105059,0.0008852389545644934
1,7,SBX,MNOUNIF,0.6620188635749062,0.025948686540076354,645138646.272,540726038.6022224,1783628.448,1245985.0509009848,0.7190297816696594,0.0026622078045602793
1,7,SBX,NONE,0.6641105965366668,0.027782832611212768,662073202.432,621335556.030061,1852356.384,1361124.5091223698,0.7188056417443803,0.0037478003719768616
1,7,NONE,MPOLY,0.6615411889586059,0.029115915812125512,653786548.992,553213340.554143,1822741.152,1407723.845038009,0.7195619829499025,0.0014110311986742508
1,7,NONE,MNOUNIF,0.6627991442246486,0.026060901427182297,673169965.696,537327879.829044,1838929.184,1294388.8090644088,0.7186949695438622,0.003742167900819049
1,7,SBX,MPOLY,0.6628317886954072,0.02755172086780598,650976258.048,548179699.4241917,1770684.064,1293253.5424486564,0.7195765978105059,0.0008852389545644934,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1, 'SBX_MPOLY': 4}"
1,8,SPC,MPOLY,0.6636781911329755,0.026858048791886562,551963625.984,451089059.10220104,1643740.832,1236699.2588364931,0.7230767388680668,-0.002556500609087742
1,8,SPC,MNOUNIF,0.6640651990057137,0.026912441368555255,657426365.696,554213757.6882614,1799219.232,1295718.7775008033,0.7196639471042664,0.0009234968363562857
1,8,SPC,NONE,0.6645228376223696,0.03131568512500061,618187912.32,547243558.6134565,1744693.664,1348762.2027008843,0.7205653147453276,-0.0006547639799530103
1,8,TPC,MPOLY,0.6643708776371605,0.028647597274453655,602379354.752,501275964.01363933,1756863.904,1358717.2029558078,0.7223177698620461,-0.0038910586893357024
1,8,TPC,MNOUNIF,0.6627895850501443,0.028008942414634835,648608175.872,551308434.9991177,1772036.64,1301834.1057811782,0.7197781153923954,0.001085781092168392
1,8,TPC,NONE,0.663461333075074,0.02574503271645035,539491725.696,491669442.3592287,1541664.544,1249335.801680119,0.7274106290199025,0.004984822209972539
1,8,UC,MPOLY,0.6637657663631703,0.028097297642213293,580271520.512,471182566.90767854,1695907.744,1295876.9844044547,0.7260993810073328,0.006682940953258498
1,8,UC,MNOUNIF,0.6625641748803974,0.02799301389497981,625535529.984,489476389.0867001,1746815.52,1262729.4119014267,0.7195915541698037,0.0008720416624998784
1,8,UC,NONE,0.6609307868849598,0.030992669739388027,554576160.128,508786836.4241889,1585036.064,1373023.2327905172,0.7217038987662505,0.0006136789773961704
1,8,SBX,MPOLY,0.6639617703458122,0.0278186077069356,601942926.72,526247233.2341618,1722896.032,1296716.655820033,0.7259573812563894,0.006380783445883553
1,8,SBX,MNOUNIF,0.6624408653409302,0.02765798955767166,625184202.624,518971597.5734241,1749781.92,1278155.3307339738,0.7196005561452742,0.0005707744756148214
1,8,SBX,NONE,0.6644195807563041,0.0283975766522875,634312614.912,559713517.6477767,1776750.24,1411925.5765446594,0.7197222540529238,0.0009166123085434519
1,8,NONE,MPOLY,0.6619729912581342,0.02746214652908929,574635484.032,440833523.13369906,1618554.912,1201897.5576551615,0.7198834565390716,0.00032147358916911895
1,8,NONE,MNOUNIF,0.6626270020147889,0.02787649765150039,649324343.296,551383000.8162252,1774340.768,1308719.3059147203,0.719577080893755,0.0008821113498928002
1,8,SBX,MPOLY,0.6639617703458122,0.0278186077069356,601942926.72,526247233.2341618,1722896.032,1296716.655820033,0.7259573812563894,0.006380783445883553,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1, 'SBX_MPOLY': 5}"
1,9,SPC,MPOLY,0.6634037583181128,0.029694697846939237,532182265.728,459154542.7607741,1606261.28,1277062.6423435153,0.7271516558252435,0.004074916957176766
1,9,SPC,MNOUNIF,0.6637057838648175,0.02780229550181038,596540981.376,521027887.55562574,1707834.784,1305371.5762551199,0.7259615546932836,0.006297607589017207
1,9,SPC,NONE,0.6658451669441516,0.028611835763922032,538967268.864,505399580.6190519,1645192.736,1373612.9522992251,0.7269820626282262,0.006416747882898588
1,9,TPC,MPOLY,0.6659563601674003,0.02743444074619598,587184971.776,516080651.2367839,1725981.728,1358031.4808153235,0.7266505718920793,0.004332802030033167
1,9,TPC,MNOUNIF,0.6644723878516896,0.02691490742321595,600438824.832,528137619.02235883,1732857.12,1306584.387918517,0.7259698439449499,0.006191728552554454
1,9,TPC,NONE,0.666854701147021,0.025050785908538875,537101040.256,488939574.2200749,1541497.632,1287140.916179268,0.727392888823511,-1.7740196391446972e-05
1,9,UC,MPOLY,0.6639683579956912,0.02927249521064397,569894488.192,503155724.53708863,1677114.656,1364891.5966534792,0.7263386466920272,0.00023926568469434528
1,9,UC,MNOUNIF,0.6639272743423417,0.028105846572346486,598089038.336,499569595.25069845,1727444.256,1304272.4507438638,0.7259616067941901,0.006370052624386391
1,9,UC,NONE,0.6641664798823573,0.029726598081834532,525685430.912,474166289.8296284,1563758.496,1321356.0348917837,0.7318729681907082,0.010169069424457722
1,9,SBX,MPOLY,0.6660518852659344,0.02519282994479172,584195823.488,563415460.1810315,1703785.248,1346423.495902835,0.7272124449780895,0.0012550637217000338
1,9,SBX,MNOUNIF,0.6633174657432984,0.027991368179018192,589362930.688,524952829.637875,1693027.104,1302391.131802423,0.7259742201290913,0.006373663983817113
1,9,SBX,NONE,0.6647068929543382,0.02925219893494181,592929526.528,563028053.0580199,1703323.552,1389734.7750155819,0.7260683530223995,0.006346098969475689
1,9,NONE,MPOLY,0.6650934454473194,0.027254532660374413,579333606.656,499873790.9344716,1698532.0,1311085.3112419862,0.7271909287915826,0.007307472252511049
1,9,NONE,MNOUNIF,0.6643261618062465,0.02761996583140452,605741690.368,530461800.109895,1738175.776,1312687.934256747,0.7259888079321852,0.006411727038430182
1,9,SBX,MPOLY,0.6660518852659344,0.02519282994479172,584195823.488,563415460.1810315,1703785.248,1346423.495902835,0.7272124449780895,0.0012550637217000338,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1, 'SBX_MPOLY': 6}"
1,10,SPC,MPOLY,0.6669353851991057,0.027553721420717874,573086915.968,546111662.518429,1737158.944,1424618.8480699447,0.7278789903926279,0.0007273345673843856
1,10,SPC,MNOUNIF,0.6664765993046332,0.02484464895030465,584962528.384,563113364.7190189,1716676.256,1349551.0465098878,0.7272193724251093,0.00125781773182565
1,10,SPC,NONE,0.6673596864879804,0.028022340144017464,578925015.04,579932603.9172416,1612523.552,1382297.1239262482,0.7284319934625731,0.0014499308343469686
1,10,TPC,MPOLY,0.6657682569140008,0.02767958603345398,562951798.272,528954784.59466505,1598731.936,1346920.322921993,0.728009082134051,0.0013585102419717554
1,10,TPC,MNOUNIF,0.6663800175563741,0.025316658945654182,589969678.976,570037841.4188654,1721474.976,1366854.3524905427,0.7272819379339975,0.0013120939890476357
1,10,TPC,NONE,0.6674314602323215,0.026556211838877238,505157082.112,463176105.15993184,1518581.536,1218629.1609094832,0.7280765246234219,0.00068363579991082
1,10,UC,MPOLY,0.6647490736111281,0.026436854122762112,487544401.152,419112325.030922,1471079.456,1107193.464694856,0.7277256981629665,0.0013870514709393156
1,10,UC,MNOUNIF,0.6657913402318824,0.025432504511457864,580167187.328,565015429.722257,1699232.672,1348817.1200497109,0.7272311206025757,0.0012695138083855806
1,10,UC,NONE,0.6648292639016276,0.027305554980192933,472421915.008,441164041.7319519,1382521.888,1167105.2865183277,0.7286154825490679,-0.003257485641640301
1,10,SBX,MPOLY,0.6647447248971806,0.02659213502532819,538805745.152,527973904.19680554,1524735.52,1214628.2570052228,0.7274430522383961,0.0002306072603066589
1,10,SBX,MNOUNIF,0.666276807793509,0.025067534793737998,583207819.008,566049935.8332459,1721666.976,1375147.5427077878,0.7272565471344801,0.0012823270053887725
1,10,SBX,NONE,0.6683644450284366,0.025056901695832846,567171553.152,541278480.4720219,1643891.872,1287684.0750416548,0.7273719088865698,0.0013035558641703027
1,10,NONE,MPOLY,0.6665264752521,0.02681837980733567,571440816.896,532868687.33843064,1693414.816,1340011.3586429167,0.7275341381523158,0.00034320936073317654
1,10,NONE,MNOUNIF,0.6659321610728783,0.025161660340066373,580961985.024,563728059.6623951,1701347.616,1346461.863167583,0.7272153744224572,0.0012265664902719742
1,10,SBX,MPOLY,0.6647447248971806,0.02659213502532819,538805745.152,527973904.19680554,1524735.52,1214628.2570052228,0.7274430522383961,0.0002306072603066589,"['SPC_MBFLIP', 'NONE_MPOLY', 'NONE_MPOLY', 'UC_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY', 'SBX_MPOLY']","{'NONE_MPOLY': 2, 'UC_MPOLY': 1, 'SBX_MPOLY': 7}"
1,11,SPC,MPOLY,0.6620951064380735,0.031080049086217823,497608021.504,505368718.1194489,1432946.976,1240432.1721615219,0.7282407902308276,0.0003617998381996168
1,11,SPC,MNOUNIF,0.6643472519209194,0.026560014619056868,532326902.656,528754213.4700775,1493998.368,1198794.6184344313,0.727443452680733,0.00022408025562370426
1,11,SPC,NONE,0.6644189178810707,0.030122642946754496,469855036.032,469234539.30186194,1335252.0,1132581.5975269242,0.7313707596592571,0.002938766196683984
1,11,TPC,MPOLY,0.6647844502215058,0.029054920747727152,516523955.584,531438475.6707543,1498176.16,1230891.1439599947,0.7285137967297994,0.0005047145957484123
1,11,TPC,MNOUNIF,0.6645516187376763,0.026983366272042026,536928413.696,528251080.68344903,1518223.776,1216003.553376103,0.7274523661730403,0.0001704282390427858
1,11,TPC,NONE,0.6673921121696808,0.02763194491479834,503303619.328,524984287.9450657,1468422.944,1240817.8974826965,0.7281928610092211,0.00011633638579922057
1,11,UC,MPOLY,0.6647733607936356,0.02802744090033239,516244591.104,528559083.28235054,1455505.824,1192840.1655303205,0.7284504088886725,0.0007247107257060126
1,11,UC,MNOUNIF,0.6646360180750868,0.026757743325042393,537672044.032,528799408.4665661,1518560.416,1215015.5775919864,0.7274777107259841,0.0002465901234084411
1,11,UC,NONE,0.6672859571326489,0.02876620347578063,541687246.336,586983253.6422516,1504228.384,1336332.4336953578,0.7297499964958734,0.0011345139468054155
1,11,SBX,MPOLY,0.6636671285605825,0.027911764652507432,472862893.952,463714576.3315822,1415239.968,1154993.4617415494,0.7289824854200707,0.0015394331816745987
1,11,SBX,MNOUNIF,0.6650459460875163,0.026350584760402945,539841214.464,532003617.2424514,1539437.6,1233729.495922313,0.7274676451870042,0.00021109805252417235
