ID,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
99-769(1)-99-769(2)(2),"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,1,7,10,[],[],"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,1,2,6,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,8,6,9,5,9,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(2),"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,1,7,10,[],[],"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1),"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,2,2,5,"[0, 2, 2, 1, -1, 1, 0, 3, 1, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",5,5,0
99-769(1)-99-769(2)(2)-99-769(1)-99-769(2)(1)(1),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,7,2,5,8,8,"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(2)-99-769(1)-99-769(2)(1)(2),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,6,2,10,1,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(1),"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,2,2,5,"[0, 2, 2, 1, -1, 1, 0, 3, 1, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",5,5,0
99-769(1)-99-769(2)(2),"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,1,7,10,[],[],"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,8,9,10,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,1,2,7,9,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(2),"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,1,7,10,[],[],"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1),"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,2,2,5,"[0, 2, 2, 1, -1, 1, 0, 3, 1, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",5,5,0
99-769(1)-99-769(2)(2)-99-769(1)-99-769(2)(1)(1),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,9,0,6,6,"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(2)-99-769(1)-99-769(2)(1)(2),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,0,2,10,7,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(2),"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,1,7,10,[],[],"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1),"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,2,2,5,"[0, 2, 2, 1, -1, 1, 0, 3, 1, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",5,5,0
99-769(1)-99-769(2)(2)-99-769(1)-99-769(2)(1)(1),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,0,9,8,8,"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(2)-99-769(1)-99-769(2)(1)(2),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,5,3,10,0,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(1),"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,2,2,5,"[0, 2, 2, 1, -1, 1, 0, 3, 1, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 2, 2, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]",5,5,0
99-769(1)-99-769(2)(2),"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,5,1,7,10,[],[],"[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,6,9,3,8,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,8,9,5,5,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,6,9,3,8,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",5,6,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,8,9,5,5,[],[],"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,8,9,5,5,[],[],"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,6,9,3,8,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",5,6,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2)-99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1)(1),"[0, 2, 1, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,7,10,7,9,"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2)-99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1)(2),"[0, 1, 2, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,6,10,3,10,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,6,9,3,8,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",5,6,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,8,9,5,5,[],[],"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1)-99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2)(1),"[0, 1, 2, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,4,3,4,1,"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1)-99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2)(2),"[0, 2, 1, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,8,2,7,5,5,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,6,9,3,8,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",5,6,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,8,9,5,5,[],[],"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1)-99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2)(1),"[0, 1, 2, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,3,3,4,3,"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1)-99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2)(2),"[0, 2, 1, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,5,2,1,1,1,[],[],[],99999,99999,99999
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2),"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,8,9,5,5,[],[],"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]",99999,99999,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1),"[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,6,6,9,3,8,"[0, 2, 1, 1, -1, 0, 0, 0, 2, 1, -1, 0, 2, 3, 0, 2, 0, 3]","[0, 2, 0, 1, -1, 0, 0, 1, 0, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",5,6,0
99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(2)-99-769(1)-99-769(2)(1)-99-769(1)-99-769(2)(2)(1)(1),"[0, 2, 1, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,9,5,7,9,4,"[0, 1, 0, 1, -1, 0, 0, 0, 0, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[0, 1, 2, 1, -1, 1, 0, 3, 2, 1, -1, 1, 2, 3, 0, 2, 0, 3]",[],99999,99999,99999
