ID,Integer_encoding,Genotype,Mutation type,Crossover type,Search strategy,Type,Accuracy,Loss,FLOPs,CPU Hours,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
284-331(1),"[0, 0, 2, 1, -1, 0, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,10,7,8,2,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 1, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
284-331(2),"[0, 1, 0, 1, -1, 1, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,8,3,4,6,[],[],[],99999,99999,99999
67,"[0, 2, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,10,7,6,10,7,[],[],[],99999,99999,99999
390,"[0, 0, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,8,0,10,1,10,[],[],[],99999,99999,99999
67-390(1),"[0, 2, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,1,5,0,9,"[0, 2, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]",[],99999,99999,99999
67-390(2),"[0, 0, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,1,10,0,3,[],[],[],99999,99999,99999
284,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,3,5,1,[],[],[],99999,99999,99999
692,"[0, 0, 0, 1, -1, 1, 0, 1, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,0,1,3,3,[],[],[],99999,99999,99999
284-692(1),"[0, 0, 2, 1, -1, 0, 0, 1, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,10,7,3,8,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]",[],99999,99999,99999
284-692(2),"[0, 0, 0, 1, -1, 1, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,7,6,3,1,[],[],[],99999,99999,99999
284,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,3,5,1,[],[],[],99999,99999,99999
438,"[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,8,7,1,0,[],[],[],99999,99999,99999
284-438(1),"[0, 0, 2, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,10,10,10,1,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
284-438(2),"[0, 1, 1, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,3,3,8,7,[],[],[],99999,99999,99999
747,"[0, 0, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,8,4,10,9,[],[],[],99999,99999,99999
438,"[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,8,7,1,0,[],[],[],99999,99999,99999
747-438(1),"[0, 0, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,7,8,1,0,"[0, 0, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
747-438(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,6,7,7,[],[],[],99999,99999,99999
747-438(1),"[0, 0, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,7,8,1,0,"[0, 0, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]",3,1,0
747-438(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,6,7,7,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
284,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,3,5,1,[],[],[],99999,99999,99999
331,"[0, 1, 0, 1, -1, 1, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,3,0,3,9,[],[],[],99999,99999,99999
284-331(1),"[0, 0, 2, 1, -1, 0, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,10,7,8,2,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 1, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
284-331(2),"[0, 1, 0, 1, -1, 1, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,8,3,4,6,[],[],[],99999,99999,99999
67,"[0, 2, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,10,7,6,10,7,[],[],[],99999,99999,99999
390,"[0, 0, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,8,0,10,1,10,[],[],[],99999,99999,99999
67-390(1),"[0, 2, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,1,5,0,9,"[0, 2, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]",[],99999,99999,99999
67-390(2),"[0, 0, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,1,10,0,3,[],[],[],99999,99999,99999
284,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,3,5,1,[],[],[],99999,99999,99999
692,"[0, 0, 0, 1, -1, 1, 0, 1, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,0,1,3,3,[],[],[],99999,99999,99999
284-692(1),"[0, 0, 2, 1, -1, 0, 0, 1, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,10,7,3,8,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 1, 0, 1, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]",[],99999,99999,99999
284-692(2),"[0, 0, 0, 1, -1, 1, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,7,6,3,1,[],[],[],99999,99999,99999
284,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,3,5,1,[],[],[],99999,99999,99999
438,"[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,8,7,1,0,[],[],[],99999,99999,99999
284-438(1),"[0, 0, 2, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,10,10,10,1,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
284-438(2),"[0, 1, 1, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,3,3,8,7,[],[],[],99999,99999,99999
747,"[0, 0, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,8,4,10,9,[],[],[],99999,99999,99999
438,"[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,8,7,1,0,[],[],[],99999,99999,99999
747-438(1),"[0, 0, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,7,8,1,0,"[0, 0, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
747-438(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,6,7,7,[],[],[],99999,99999,99999
747-438(1),"[0, 0, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,1,7,8,1,0,"[0, 0, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[0, 1, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 0, 1, 1, -1, 0, 0, 1, 2, 1, -1, 1, 2, 5, 0, 2, 0, 3]",3,1,0
747-438(2),"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,2,6,7,7,[],[],"[0, 1, 1, 1, -1, 0, 0, 2, 1, 1, -1, 1, 2, 1, 0, 2, 0, 3]",99999,99999,0
284,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,3,5,1,[],[],[],99999,99999,99999
331,"[0, 1, 0, 1, -1, 1, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,3,0,3,9,[],[],[],99999,99999,99999
284-331(1),"[0, 0, 2, 1, -1, 0, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,2,10,7,8,2,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[0, 1, 0, 1, -1, 1, 0, 1, 2, 1, -1, 0, 2, 5, 0, 2, 0, 3]",[],99999,99999,99999
284-331(2),"[0, 1, 0, 1, -1, 1, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,8,3,4,6,[],[],[],99999,99999,99999
67,"[0, 2, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,10,7,6,10,7,[],[],[],99999,99999,99999
390,"[0, 0, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,8,0,10,1,10,[],[],[],99999,99999,99999
67-390(1),"[0, 2, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 7]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,3,1,5,0,9,"[0, 2, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[0, 0, 0, 1, -1, 0, 0, 3, 2, 1, -1, 0, 2, 4, 0, 2, 0, 3]",[],99999,99999,99999
67-390(2),"[0, 0, 0, 1, -1, 0, 0, 0, 1, 1, -1, 1, 2, 3, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [64, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,1,10,0,3,[],[],[],99999,99999,99999
284,"[0, 0, 2, 1, -1, 0, 0, 3, 0, 1, -1, 1, 2, 5, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 7]}, {'POOLMAX': [-1, 2]}, {'CONV': [512, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,4,2,3,5,1,[],[],[],99999,99999,99999
692,"[0, 0, 0, 1, -1, 1, 0, 1, 0, 1, -1, 0, 2, 1, 0, 2, 0, 3]","[{'INP': 32}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [16, 'relu']}, {'DENSE': [10, 'softmax']}]",L_MODIFY_PARAMS,SPC,GA,S,0,0,1,3,3,[],[],[],99999,99999,99999
