Execution,Generation,HD_P1,HD_P2,HD_BM,HD_PB,Succ_Crossover_ratio,Succ_Mutation_ratio,NFHT,HV
6,9.0,0.0,0.0,0.25,0.0,0.12,0.2,0.2666666666666666,0.7103620845388798
6,10.0,0.375,0.625,0.375,0.75,0.14,0.25,0.3333333333333333,0.7116976187656794
6,11.0,0.375,0.625,0.375,0.0,0.18,0.23,0.3333333333333333,0.7119111724059146
6,12.0,0.125,0.5,0.5,0.875,0.14,0.27,0.4,0.7124968647375591
6,13.0,0.125,0.5,0.5,0.0,0.14,0.31,0.4,0.7130480872249061
6,14.0,0.125,0.625,0.25,0.625,0.14,0.28,0.4666666666666667,0.7142383810493041
6,15.0,0.125,0.625,0.25,0.0,0.14,0.225,0.4666666666666667,0.7142876545860459
6,16.0,0.125,0.625,0.25,0.0,0.19,0.25,0.4666666666666667,0.7148381581252805
6,17.0,0.75,0.125,0.25,0.25,0.2,0.275,0.5666666666666667,0.7155798123632998
6,18.0,0.75,0.125,0.25,0.0,0.1,0.29,0.5666666666666667,0.7156190574257857
6,19.0,0.75,0.125,0.25,0.0,0.12,0.245,0.5666666666666667,0.7160501177196069
6,20.0,0.75,0.125,0.25,0.0,0.11,0.27,0.5666666666666667,0.7160541504647576
6,21.0,0.75,0.125,0.25,0.0,0.13,0.33,0.5666666666666667,0.7160552227781964
6,22.0,0.0,0.0,0.25,0.625,0.12,0.325,0.7333333333333333,0.7174676831652891
6,23.0,0.0,0.0,0.25,0.0,0.11,0.315,0.7333333333333333,0.7178902944956331
6,24.0,0.0,0.0,0.25,0.0,0.09,0.2,0.7333333333333333,0.7180637239194734
6,25.0,0.0,0.0,0.25,0.0,0.17,0.24,0.7333333333333333,0.7180740182795549
6,26.0,0.0,0.0,0.25,0.0,0.07,0.24,0.7333333333333333,0.7180761589402795
6,27.0,0.0,0.0,0.25,0.0,0.13,0.295,0.7333333333333333,0.7180833837086565
6,28.0,0.0,0.0,0.25,0.0,0.13,0.245,0.7333333333333333,0.7181244613794756
6,29.0,0.0,0.0,0.25,0.0,0.1,0.25,0.7333333333333333,0.7182436547831087
6,30.0,0.0,0.0,0.25,0.0,0.14,0.2,0.7333333333333333,0.7182613078421913
6,30.0,0.0,0.0,0.25,0.0,0.14,0.2,0.7333333333333333,0.7182613078421913
7,1.0,0.0,0.0,0.75,0.0,0.22,0.53,0.0333333333333333,0.6783938769280269
7,2.0,0.625,0.375,0.375,1.0,0.16,0.385,0.0666666666666666,0.6842730567287368
7,3.0,0.0,0.0,0.375,1.0,0.14,0.25,0.1,0.6847874666635791
7,4.0,0.0,0.0,0.375,0.0,0.22,0.28,0.1,0.6951606272234916
7,5.0,0.0,0.0,0.375,1.0,0.14,0.365,0.1666666666666666,0.7011700185469871
7,6.0,0.0,0.0,0.375,0.0,0.17,0.34,0.1666666666666666,0.7069801871995948
7,7.0,0.0,0.0,0.375,0.0,0.16,0.32,0.1666666666666666,0.7072873757443664
7,8.0,0.0,0.0,0.375,0.0,0.14,0.245,0.1666666666666666,0.7080470209134797
7,9.0,0.375,0.625,0.25,0.625,0.17,0.3,0.3,0.7094977885973175
7,10.0,0.375,0.625,0.25,0.0,0.16,0.315,0.3,0.7106582076715079
7,11.0,0.375,0.625,0.25,0.0,0.17,0.35,0.3,0.710758088167447
7,12.0,0.25,0.375,0.5,1.0,0.24,0.305,0.4,0.712727834899901
7,13.0,0.25,0.375,0.5,0.0,0.13,0.39,0.4,0.713150219496945
7,14.0,0.25,0.375,0.5,0.0,0.15,0.365,0.4,0.7147047087512639
7,15.0,0.0,0.0,0.25,1.0,0.18,0.2,0.5,0.7167470234718625
7,16.0,0.0,0.0,0.25,0.0,0.17,0.285,0.5,0.7168197625128632
7,17.0,0.0,0.0,0.25,0.0,0.16,0.22,0.5,0.7204893494868903
7,18.0,0.0,0.0,0.125,0.125,0.15,0.275,0.6,0.723203118292
7,19.0,0.0,0.0,0.125,0.0,0.05,0.27,0.6,0.7236047989041051
7,20.0,0.0,0.0,0.125,0.0,0.14,0.235,0.6,0.7236162858738264
7,21.0,0.0,0.0,0.125,0.0,0.16,0.18,0.6,0.7237857286851735
7,22.0,0.0,0.0,0.125,0.0,0.11,0.22,0.6,0.7239533994464601
7,23.0,0.0,0.0,0.125,0.0,0.13,0.275,0.6,0.7239707292517064
7,24.0,0.0,0.0,0.125,0.0,0.11,0.3,0.6,0.7239934125498082
7,25.0,0.0,0.0,0.125,0.0,0.13,0.26,0.6,0.7246216178555304
7,26.0,0.0,0.0,0.125,0.0,0.12,0.335,0.6,0.7247481779223097
