ID,Seed,Execution,Generation,isChild,Integer_encoding,Genotype,Crossover type,Mutation type,Search strategy,Type,Epochs,Accuracy,Loss,FLOPs,CPU Sec,Number of Parameters,Parent1,Parent2,Before Mutation,HD_P1,HD_P2,HD_BM
JF,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 1, 0, 1, 1, 3, 0, 1, 2, 0, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.649699986,1.843464255,1377310110,82.20133829,18242986,[],[],[],-1,-1,-1
IP,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 1, 0, 0, 2, -1, 1, 1, 2, 0, 1, 1, 0, 2, -1, 0, 5, 2, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.746399999,1.090198874,163573790,47.66915917,703466,[],[],[],-1,-1,-1
HD,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 2, -1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.756500006,1.013938904,61251518,56.08584857,406314,[],[],[],-1,-1,-1
VM,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 0, 0, 1, 2, 0, 1, 2, 1, 1, 0, 1, 2, -1, 1, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [128, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.72359997,1.325272202,56813230,69.92190027,631882,[],[],[],-1,-1,-1
VB,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.747799993,1.035193205,316934942,50.70656562,5259786,[],[],[],-1,-1,-1
HO,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 1, 3, 0, 2, -1, 0, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.736699998,1.157634974,49620062,36.51373792,1319434,[],[],[],-1,-1,-1
XN,0,1,1,FALSE,"[1, 0, 0, 1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.100000001,2.30259943,191892318,27.81357002,1348938,[],[],[],-1,-1,-1
JT,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 3, 0, 1, 3, 0, 1, 1, 1, 1, 1, 1, 2, -1, 0, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.731899977,1.411947846,119392286,61.29913449,2063754,[],[],[],-1,-1,-1
SV,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 3, 0, 2, -1, 0, 1, 0, 0, 1, 2, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.712800026,1.417746663,32321438,47.34659457,1434154,[],[],[],-1,-1,-1
NE,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 1, 1, 3, 1, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.765500009,1.29181838,282729246,81.28518295,3370538,[],[],[],-1,-1,-1
JF,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 1, 3, 1, 1, 1, 1, 2, -1, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.761399984,1.20764339,2175930734,201.9865143,2352362,[],[],[],-1,-1,-1
TP,0,1,1,FALSE,"[1, 0, 0, 1, 1, 0, 1, 2, 1, 2, -1, 0, 1, 1, 0, 1, 0, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.744000018,1.021011829,253436782,55.25632238,490282,[],[],[],-1,-1,-1
GM,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 3, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'CONV': [256, 5]}, {'CONV': [128, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.718400002,1.348623633,288627166,59.87792993,3822410,[],[],[],-1,-1,-1
SK,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 1, 1, 1, 3, 1, 2, -1, 0, 1, 1, 1, 2, -1, 0, 5, 1, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.72420001,1.498139262,145323422,56.20569229,1020682,[],[],[],-1,-1,-1
HI,0,1,1,FALSE,"[1, 0, 0, 1, 1, 1, 2, -1, 1, 1, 1, 0, 1, 3, 0, 1, 3, 1, 2, -1, 1, 5, 1, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.766499996,1.132989168,236015390,44.11479497,2188298,[],[],[],-1,-1,-1
CD,0,1,1,FALSE,"[1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 0, 2, -1, 0, 1, 0, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.717299998,1.340850353,100860782,68.95362306,299754,[],[],[],-1,-1,-1
IR,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 2, -1, 0, 1, 0, 1, 1, 2, 0, 1, 2, 0, 2, -1, 1, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [128, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.736500025,1.168810368,114004958,43.64090037,2097706,[],[],[],-1,-1,-1
TF,0,1,1,FALSE,"[1, 0, 0, 1, 2, 1, 1, 3, 0, 1, 0, 0, 2, -1, 0, 1, 1, 0, 2, -1, 0, 5, 2, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'CONV': [256, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.691100001,1.48984468,489293278,59.07442021,1573866,[],[],[],-1,-1,-1
ED,0,1,1,FALSE,"[1, 0, 0, 1, 2, 1, 2, -1, 1, 1, 2, 0, 2, -1, 1, 1, 2, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,20,0.742500007,1.246769905,122054686,64.63226628,486282,[],[],[],-1,-1,-1
JM,0,1,1,FALSE,"[1, 0, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 1, 0, 1, 1, 3, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.100000001,2.302599192,281491422,28.33956075,4052682,[],[],[],-1,-1,-1
YH,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 3, 1, 1, 2, 0, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 5]}, {'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.753000021,1.436174273,785749406,89.39068675,7159306,[],[],[],-1,-1,-1
TA,0,1,1,FALSE,"[1, 0, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 2, -1, 1, 1, 2, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.757200003,0.966474891,142939230,38.96486354,1387658,[],[],[],-1,-1,-1
PU,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 2, -1, 1, 5, 3, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.726700008,1.345001817,13984830,62.89514947,689258,[],[],[],-1,-1,-1
KB,0,1,1,FALSE,"[1, 0, 0, 1, 0, 0, 1, 3, 0, 2, -1, 1, 1, 1, 0, 1, 0, 1, 2, -1, 0, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [64, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.751999974,1.462909818,106447198,57.5171597,759946,[],[],[],-1,-1,-1
TC,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 1, 1, 1, 1, 0, 1, 2, -1, 1, 1, 0, 1, 2, -1, 1, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.748700023,0.956652224,303627950,63.77319646,461962,[],[],[],-1,-1,-1
FG,0,1,1,FALSE,"[1, 0, 0, 1, 3, 1, 1, 3, 0, 1, 3, 1, 1, 0, 0, 1, 2, 1, 2, -1, 0, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 5]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.649900019,1.923231006,2677443294,137.3269618,6841002,[],[],[],-1,-1,-1
LV,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 3, 0, 2, -1, 0, 1, 3, 0, 1, 3, 0, 2, -1, 1, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.742900014,1.075870872,95774622,43.92114735,1654154,[],[],[],-1,-1,-1
MC,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 2, 0, 1, 1, 1, 2, -1, 0, 1, 0, 0, 2, -1, 0, 5, 1, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.718200028,1.104548454,25590382,58.85319352,295530,[],[],[],-1,-1,-1
JN,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 2, 0, 1, 1, 0, 2, -1, 0, 1, 2, 0, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.736000001,0.999705374,34123358,46.17290545,322378,[],[],[],-1,-1,-1
DB,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 0, 1, 1, 0, 0, 1, 3, 0, 1, 3, 0, 2, -1, 0, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.702099979,1.217039943,181974366,47.76189566,2868298,[],[],[],-1,-1,-1
JF,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 1, 0, 1, 1, 3, 0, 1, 2, 0, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [32, 5]}, {'CONV': [256, 3]}, {'CONV': [128, 3]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.665700018,1.988928914,1377310110,90.28799057,18242986,[],[],[],-1,-1,-1
IP,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 1, 0, 0, 2, -1, 1, 1, 2, 0, 1, 1, 0, 2, -1, 0, 5, 2, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [128, 3]}, {'CONV': [64, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.736899972,1.359796524,163573790,59.52209091,703466,[],[],[],-1,-1,-1
HD,0,1,1,FALSE,"[1, 0, 0, 1, 2, 0, 2, -1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 2, -1, 1, 5, 1, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 5]}, {'CONV': [64, 3]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.745100021,1.07811451,61251518,56.24442339,406314,[],[],[],-1,-1,-1
VM,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 0, 0, 1, 2, 0, 1, 2, 1, 1, 0, 1, 2, -1, 1, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'CONV': [128, 3]}, {'CONV': [128, 5]}, {'CONV': [32, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.716000021,1.339742661,56813230,63.12700868,631882,[],[],[],-1,-1,-1
VB,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, -1, 0, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.743200004,1.220776916,316934942,50.75690389,5259786,[],[],[],-1,-1,-1
HO,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 2, 1, 2, -1, 1, 1, 3, 0, 1, 3, 0, 2, -1, 0, 5, 2, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.744400024,1.202836037,49620062,46.17997336,1319434,[],[],[],-1,-1,-1
XN,0,1,1,FALSE,"[1, 0, 0, 1, 0, 0, 1, 3, 0, 2, -1, 0, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 1, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [128, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.709399998,1.048822045,191892318,56.22542048,1348938,[],[],[],-1,-1,-1
JT,0,1,1,FALSE,"[1, 0, 0, 2, -1, 1, 1, 3, 0, 1, 3, 0, 1, 1, 1, 1, 1, 1, 2, -1, 0, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 3]}, {'CONV': [64, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.736699998,1.246126413,119392286,49.74608231,2063754,[],[],[],-1,-1,-1
SV,0,1,1,FALSE,"[1, 0, 0, 2, -1, 0, 1, 3, 0, 2, -1, 0, 1, 0, 0, 1, 2, 1, 2, -1, 0, 5, 3, 0, 5, 2, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 2]}, {'CONV': [32, 3]}, {'CONV': [128, 5]}, {'POOLMAX': [-1, 2]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [256, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.100000001,2.302599192,32321438,21.43789363,1434154,[],[],[],-1,-1,-1
NE,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 2, -1, 1, 1, 3, 1, 1, 0, 1, 1, 3, 1, 2, -1, 1, 5, 3, 0, 5, 1, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'POOLMAX': [-1, 3]}, {'CONV': [256, 5]}, {'CONV': [32, 5]}, {'CONV': [256, 5]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [512, 'relu']}, {'DENSE': [128, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.766900003,1.192359209,282729246,76.12350726,3370538,[],[],[],-1,-1,-1
JF,0,1,1,FALSE,"[1, 0, 0, 1, 3, 0, 1, 3, 1, 1, 1, 1, 2, -1, 1, 1, 0, 0, 2, -1, 1, 5, 2, 0, 5, 3, 0, 5, 0, 3]","[{'INP': 32}, {'CONV': [32, 3]}, {'CONV': [256, 3]}, {'CONV': [256, 5]}, {'CONV': [64, 5]}, {'POOLMAX': [-1, 3]}, {'CONV': [32, 3]}, {'POOLMAX': [-1, 3]}, {'FLATTEN': None}, {'DENSE': [256, 'relu']}, {'DENSE': [512, 'relu']}, {'DENSE': [10, 'softmax']}]",,,GA,S,100,0.758000016,1.245182633,2175930734,191.7622318,2352362,[],[],[],-1,-1,-1
